נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,הוא,COP
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,מי,QW
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,ש,REL
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,יש,EX
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,אדם,NN
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,אחר,JJ
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,ש,REL
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,הוא,PRP
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,ה,DEF
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,חייב,NN
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,(בעל,NNP
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,חוב),NNP
נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,שלו,JJ
מורשע הוא מי שנמצא אשם במשפט,מורשע,BN
מורשע הוא מי שנמצא אשם במשפט,הוא,COP
מורשע הוא מי שנמצא אשם במשפט,מי,QW
מורשע הוא מי שנמצא אשם במשפט,ש,REL
מורשע הוא מי שנמצא אשם במשפט,נמצא,VB
מורשע הוא מי שנמצא אשם במשפט,אשם,NN
מורשע הוא מי שנמצא אשם במשפט,ב,PREPOSITION
מורשע הוא מי שנמצא אשם במשפט,ה,DEF
מורשע הוא מי שנמצא אשם במשפט,משפט,NN
שופט ובורר הם תפקידים דומים,שופט,NNT
שופט ובורר הם תפקידים דומים,ו,CONJ
שופט ובורר הם תפקידים דומים,בורר,NN
שופט ובורר הם תפקידים דומים,הם,COP
שופט ובורר הם תפקידים דומים,תפקידים,NN
שופט ובורר הם תפקידים דומים,דומים,JJ
אפוטרופוס הוא מי שאחראי על אדם אחר,אפוטרופוס,NN
אפוטרופוס הוא מי שאחראי על אדם אחר,הוא,COP
אפוטרופוס הוא מי שאחראי על אדם אחר,מי,QW
אפוטרופוס הוא מי שאחראי על אדם אחר,ש,REL
אפוטרופוס הוא מי שאחראי על אדם אחר,אחראי,JJ
אפוטרופוס הוא מי שאחראי על אדם אחר,על,IN
אפוטרופוס הוא מי שאחראי על אדם אחר,אדם,NN
אפוטרופוס הוא מי שאחראי על אדם אחר,אחר,JJ
בן הוא מי שיש אדם אחר שהוא האב שלו,בן,NNP
בן הוא מי שיש אדם אחר שהוא האב שלו,הוא,COP
בן הוא מי שיש אדם אחר שהוא האב שלו,מי,QW
בן הוא מי שיש אדם אחר שהוא האב שלו,ש,REL
בן הוא מי שיש אדם אחר שהוא האב שלו,יש,EX
בן הוא מי שיש אדם אחר שהוא האב שלו,אדם,NN
בן הוא מי שיש אדם אחר שהוא האב שלו,אחר,JJ
בן הוא מי שיש אדם אחר שהוא האב שלו,ש,REL
בן הוא מי שיש אדם אחר שהוא האב שלו,הוא,PRP
בן הוא מי שיש אדם אחר שהוא האב שלו,ה,DEF
בן הוא מי שיש אדם אחר שהוא האב שלו,אב,NN
בן הוא מי שיש אדם אחר שהוא האב שלו,של,POS
בן הוא מי שיש אדם אחר שהוא האב שלו,הוא,S_PRN
לדוג פירשו לאסוף דג מהמים,לדוג,VB
לדוג פירשו לאסוף דג מהמים,פירשו,VB
לדוג פירשו לאסוף דג מהמים,לאסוף,VB
לדוג פירשו לאסוף דג מהמים,דג,NN
לדוג פירשו לאסוף דג מהמים,מ,PREPOSITION
לדוג פירשו לאסוף דג מהמים,ה,DEF
לדוג פירשו לאסוף דג מהמים,מים,NN
לקטוף פירושו לאסוף פרי מהעץ,ל,PREPOSITION
לקטוף פירושו לאסוף פרי מהעץ,ה,DEF
לקטוף פירושו לאסוף פרי מהעץ,קטוף,BN
לקטוף פירושו לאסוף פרי מהעץ,פירושו,NN
לקטוף פירושו לאסוף פרי מהעץ,לאסוף,VB
לקטוף פירושו לאסוף פרי מהעץ,פרי,NN
לקטוף פירושו לאסוף פרי מהעץ,מ,PREPOSITION
לקטוף פירושו לאסוף פרי מהעץ,ה,DEF
לקטוף פירושו לאסוף פרי מהעץ,עץ,NN
לאפות פירושו לאסוף פרי מהעץ,לאפות,NNT
לאפות פירושו לאסוף פרי מהעץ,פירושו,NN
לאפות פירושו לאסוף פרי מהעץ,לאסוף,VB
לאפות פירושו לאסוף פרי מהעץ,פרי,NN
לאפות פירושו לאסוף פרי מהעץ,מ,PREPOSITION
לאפות פירושו לאסוף פרי מהעץ,ה,DEF
לאפות פירושו לאסוף פרי מהעץ,עץ,NN
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,להקפיא,VB
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,זו,PRP
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,ה,DEF
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,פעולה,NN
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,ש,REL
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,מבצעים,BN
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,ל,PREPOSITION
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,שם,RB
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,הכנת,NNT
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,גלידה,NN
לקלף פירושו להסיר את הקליפה,ל,PREPOSITION
לקלף פירושו להסיר את הקליפה,קלף,NNT
לקלף פירושו להסיר את הקליפה,פירושו,NN
לקלף פירושו להסיר את הקליפה,להסיר,VB
לקלף פירושו להסיר את הקליפה,את,AT
לקלף פירושו להסיר את הקליפה,ה,DEF
לקלף פירושו להסיר את הקליפה,קליפה,NN
מיתרים מחוברים לגוף הכינור,מיתרים,NN
מיתרים מחוברים לגוף הכינור,מחוברים,BN
מיתרים מחוברים לגוף הכינור,ל,PREPOSITION
מיתרים מחוברים לגוף הכינור,גוף,NNT
מיתרים מחוברים לגוף הכינור,ה,DEF
מיתרים מחוברים לגוף הכינור,כינור,NN
נרות מונחים על הפמוט,נרות,NN
נרות מונחים על הפמוט,מונחים,BN
נרות מונחים על הפמוט,על,IN
נרות מונחים על הפמוט,ה,DEF
נרות מונחים על הפמוט,פמוט,NN
שיניים מחוברים לגוף המזלג,שיניים,NN
שיניים מחוברים לגוף המזלג,מחוברים,BN
שיניים מחוברים לגוף המזלג,ל,PREPOSITION
שיניים מחוברים לגוף המזלג,גוף,NNT
שיניים מחוברים לגוף המזלג,ה,DEF
שיניים מחוברים לגוף המזלג,מזלג,NN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),דפים,NN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ב,PREPOSITION
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ה,DEF
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ספר,NN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),מחוברים,BN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ל,PREPOSITION
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ה,DEF
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),כריכה,NN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),(החלק,NNP
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ה,DEF
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),חיצוני,JJ
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),של,POS
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ה,DEF
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),ספר),NNP
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),צבעים,NN
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),מאפשרים,BN
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),ל,PREPOSITION
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),ה,DEF
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),מכחול,NN
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),לבצע,VB
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),את,AT
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),פעולתו,NN
צבעים מאפשרים למכחול לבצע את פעולתו (לצבוע),(לצבוע),NNP
.חייב הוא אדם שיש לו חוב,.חייב,NN
.חייב הוא אדם שיש לו חוב,הוא,COP
.חייב הוא אדם שיש לו חוב,אדם,NN
.חייב הוא אדם שיש לו חוב,ש,REL
.חייב הוא אדם שיש לו חוב,יש,EX
.חייב הוא אדם שיש לו חוב,ל,IN
.חייב הוא אדם שיש לו חוב,הוא,S_PRN
.חייב הוא אדם שיש לו חוב,חוב,NN
ספרן הוא מי שעובד במקום שבו מוצג ספר,ספרן,NN
ספרן הוא מי שעובד במקום שבו מוצג ספר,הוא,COP
ספרן הוא מי שעובד במקום שבו מוצג ספר,מי,QW
ספרן הוא מי שעובד במקום שבו מוצג ספר,ש,REL
ספרן הוא מי שעובד במקום שבו מוצג ספר,עובד,VB
ספרן הוא מי שעובד במקום שבו מוצג ספר,ב,PREPOSITION
ספרן הוא מי שעובד במקום שבו מוצג ספר,ה,DEF
ספרן הוא מי שעובד במקום שבו מוצג ספר,מקום,NN
ספרן הוא מי שעובד במקום שבו מוצג ספר,ש,REL
ספרן הוא מי שעובד במקום שבו מוצג ספר,ב,IN
ספרן הוא מי שעובד במקום שבו מוצג ספר,הוא,S_PRN
ספרן הוא מי שעובד במקום שבו מוצג ספר,מוצג,BN
ספרן הוא מי שעובד במקום שבו מוצג ספר,ספר,NN
שיכר הוא משקה חריף שעלול לגרום לשכרות,שיכר,NN
שיכר הוא משקה חריף שעלול לגרום לשכרות,הוא,COP
שיכר הוא משקה חריף שעלול לגרום לשכרות,משקה,NN
שיכר הוא משקה חריף שעלול לגרום לשכרות,חריף,JJ
שיכר הוא משקה חריף שעלול לגרום לשכרות,ש,REL
שיכר הוא משקה חריף שעלול לגרום לשכרות,עלול,MD
שיכר הוא משקה חריף שעלול לגרום לשכרות,לגרום,VB
שיכר הוא משקה חריף שעלול לגרום לשכרות,ל,PREPOSITION
שיכר הוא משקה חריף שעלול לגרום לשכרות,ה,DEF
שיכר הוא משקה חריף שעלול לגרום לשכרות,שכרות,NN
דבר מנופה הוא דבר שהועבר דרך נפה,דבר,NNT
דבר מנופה הוא דבר שהועבר דרך נפה,מנופה,NN
דבר מנופה הוא דבר שהועבר דרך נפה,הוא,COP
דבר מנופה הוא דבר שהועבר דרך נפה,דבר,NN
דבר מנופה הוא דבר שהועבר דרך נפה,ש,REL
דבר מנופה הוא דבר שהועבר דרך נפה,הועבר,VB
דבר מנופה הוא דבר שהועבר דרך נפה,דרך,IN
דבר מנופה הוא דבר שהועבר דרך נפה,נפה,NN
כרסתן הוא אדם שיש לו כרס,כרסתן,JJT
כרסתן הוא אדם שיש לו כרס,הוא,COP
כרסתן הוא אדם שיש לו כרס,אדם,NN
כרסתן הוא אדם שיש לו כרס,ש,REL
כרסתן הוא אדם שיש לו כרס,יש,EX
כרסתן הוא אדם שיש לו כרס,ל,IN
כרסתן הוא אדם שיש לו כרס,הוא,S_PRN
כרסתן הוא אדם שיש לו כרס,כרס,NN
מסעד מאפשר לאדם להיות שעון,מסעד,NN
מסעד מאפשר לאדם להיות שעון,מאפשר,BN
מסעד מאפשר לאדם להיות שעון,ל,PREPOSITION
מסעד מאפשר לאדם להיות שעון,ה,DEF
מסעד מאפשר לאדם להיות שעון,אדם,NN
מסעד מאפשר לאדם להיות שעון,ל,PREPOSITION
מסעד מאפשר לאדם להיות שעון,היות,NN
מסעד מאפשר לאדם להיות שעון,שעון,JJ
ארוחה מאפשרת לאדם להפסיק להיות רעב,ארוחה,NN
ארוחה מאפשרת לאדם להפסיק להיות רעב,מאפשרת,BN
ארוחה מאפשרת לאדם להפסיק להיות רעב,ל,PREPOSITION
ארוחה מאפשרת לאדם להפסיק להיות רעב,ה,DEF
ארוחה מאפשרת לאדם להפסיק להיות רעב,אדם,NN
